PMUN;PCAP;PTOT
393;6;399
1438;48;1486
941;14;955
1168;40;1208
367;4;371
1316;32;1348
650;7;657
778;18;796
339;14;353
821;18;839
439;10;449
502;9;511
296;5;301
259;15;274
279;6;285
374;8;382
696;14;710
806;18;824
854;25;879
11020;305;11325
1422;28;1450
142;1;143
1291;21;1312
716;22;738
889;18;907
4999;87;5086
743;16;759
1245;28;1273
706;19;725
637;10;647
784;28;812
380;10;390
518;9;527
3369;73;3442
645;14;659
662;15;677
1327;50;1377
1036;20;1056
165;1;166
716;18;734
1859;28;1887
2770;54;2824
327;11;338
621;9;630
2120;52;2172
1462;22;1484
1302;15;1317
2170;58;2228
375;12;387
1823;59;1882
1346;26;1372
6234;118;6352
2327;23;2350
606;8;614
359;8;367
7261;97;7358
514;13;527
1048;11;1059
2473;39;2512
730;14;744
14784;201;14985
4680;75;4755
3418;47;3465
1367;39;1406
500;15;515
911;25;936
585;24;609
537;23;560
4394;92;4486
5496;102;5598
242;10;252
13263;150;13413
734;22;756
376;7;383
506;10;516
586;24;610
945;12;957
1795;30;1825
2122;76;2198
1650;25;1675
1871;40;1911
324;4;328
1492;38;1530
950;14;964
917;15;932
909;29;938
248;4;252
1212;27;1239
183;4;187
303;9;312
1684;32;1716
307;10;317
333;10;343
584;19;603
855;26;881
33;0;33
760;23;783
427;7;434
751;9;760
283;5;288
6247;98;6345
300;5;305
485;10;495
286;8;294
502;2;504
533;12;545
3720;79;3799
202;4;206
1247;26;1273
1042;15;1057
1830;19;1849
697;9;706
597;11;608
834;16;850
327;1;328
386;8;394
519;12;531
341;10;351
378;8;386
908;7;915
409;6;415
1640;20;1660
3692;76;3768
881;24;905
926;13;939
1057;19;1076
782;14;796
108312;1219;109531
1561;28;1589
4699;84;4783
1286;34;1320
464;12;476
163;3;166
584;7;591
1963;16;1979
484;7;491
733;11;744
1147;16;1163
558;15;573
945;25;970
390;15;405
1319;19;1338
665;9;674
1245;26;1271
140;1;141
358;6;364
412;15;427
1018;13;1031
1260;14;1274
673;20;693
3467;66;3533
1041;18;1059
859;22;881
1654;30;1684
1973;30;2003
827;18;845
1386;42;1428
9723;131;9854
966;23;989
3017;77;3094
515;7;522
1113;26;1139
229;6;235
801;17;818
635;13;648
628;11;639
797;23;820
1990;30;2020
1979;25;2004
704;10;714
4665;176;4841
3692;59;3751
12520;326;12846
632;40;672
188;0;188
446;11;457
192;2;194
1090;19;1109
14204;201;14405
902;30;932
374;6;380
466;13;479
280;5;285
771;23;794
696;10;706
371;8;379
2371;49;2420
4302;236;4538
401;4;405
2329;37;2366
888;16;904
1059;27;1086
2233;43;2276
83;1;84
1908;30;1938
3029;66;3095
993;14;1007
22413;287;22700
5054;127;5181
312;0;312
5479;125;5604
1269;25;1294
752;30;782
229;7;236
1561;39;1600
1390;28;1418
507;8;515
498;10;508
325;12;337
3842;76;3918
598;12;610
318;6;324
775;11;786
7048;134;7182
730;21;751
1106;19;1125
2392;52;2444
1369;47;1416
4046;62;4108
1349;29;1378
809;24;833
611;17;628
764;9;773
153;5;158
350;7;357
201;1;202
1349;34;1383
338;8;346
1939;58;1997
949;13;962
296;6;302
7767;148;7915
464;6;470
459;8;467
605;11;616
3831;80;3911
373;15;388
946;30;976
1698;43;1741
2381;34;2415
438;10;448
757;27;784
693;22;715
2815;51;2866
4421;95;4516
477;15;492
639;13;652
2680;24;2704
491;17;508
920;37;957
1543;28;1571
880;21;901
514;17;531
471;11;482
1663;59;1722
653;4;657
320;5;325
771;15;786
587;12;599
992;19;1011
1745;64;1809
711;30;741
1178;21;1199
1242;35;1277
169;2;171
310;9;319
1780;39;1819
300;12;312
7853;408;8261
10362;137;10499
14776;111;14887
794;19;813
380;4;384
1036;20;1056
443;11;454
799;16;815
379;4;383
320;8;328
2538;61;2599
837;25;862
1041;22;1063
391;3;394
245;1;246
2947;42;2989
768;24;792
584;9;593
4919;119;5038
2749;45;2794
668;15;683
7538;164;7702
6410;196;6606
611;15;626
3897;82;3979
1129;22;1151
121;0;121
745;21;766
2148;32;2180
13314;277;13591
681;19;700
2340;80;2420
558;16;574
1635;25;1660
4122;103;4225
548;10;558
12097;175;12272
6478;111;6589
42244;401;42645
818;15;833
1379;104;1483
1988;36;2024
2883;74;2957
43294;622;43916
381;7;388
1138;22;1160
833;12;845
928;25;953
694;10;704
5748;48;5796
566;15;581
8846;173;9019
5170;146;5316
1248;68;1316
4563;138;4701
1051;21;1072
2791;65;2856
2113;42;2155
1170;33;1203
4132;113;4245
543;13;556
343;2;345
1448;27;1475
2107;52;2159
582;13;595
384;9;393
1537;28;1565
576;83;659
1188;34;1222
778;23;801
4315;86;4401
3957;83;4040
965;15;980
4390;80;4470
1168;21;1189
2454;48;2502
11248;184;11432
1266;28;1294
1179;27;1206
8752;612;9364
1550;40;1590
193;2;195
2595;101;2696
965;12;977
837;16;853
1901;16;1917
18948;385;19333
270;8;278
1164;39;1203
1282;22;1304
1492;42;1534
2290;63;2353
3033;73;3106
7066;97;7163
14906;258;15164
809;24;833
20285;104;20389
7496;345;7841
1187;19;1206
6062;115;6177
827;17;844
9706;75;9781
772;20;792
508;7;515
1442;28;1470
8750;121;8871
734;12;746
899;22;921
432;9;441
1021;37;1058
1181;24;1205
1055;66;1121
1043;22;1065
861;27;888
1862;30;1892
673;17;690
6480;155;6635
901;27;928
4871;98;4969
3648;102;3750
3134;75;3209
2618;32;2650
977;8;985
595;16;611
2729;45;2774
1916;53;1969
459;9;468
876;15;891
768;28;796
3549;64;3613
233;3;236
3402;85;3487
847;15;862
4318;80;4398
227;10;237
1911;53;1964
3118;55;3173
516;7;523
445;9;454
1378;77;1455
1995;46;2041
6144;172;6316
6524;73;6597
7562;88;7650
921;25;946
2541;71;2612
26553;278;26831
1524;32;1556
10397;60;10457
1377;28;1405
2845;53;2898
1132;31;1163
2713;82;2795
5279;88;5367
3907;93;4000
1065;18;1083
487;11;498
1331;34;1365
3495;50;3545
322;10;332
1126;25;1151
328;2;330
589;11;600
1536;41;1577
639;23;662
1157;18;1175
2363;26;2389
761;27;788
1016;25;1041
614;11;625
1996;56;2052
4590;84;4674
2064;46;2110
825;20;845
4055;74;4129
288;9;297
223;1;224
356;2;358
317;2;319
991;21;1012
213;4;217
654;21;675
908;9;917
1884;29;1913
2028;87;2115
5747;142;5889
153;7;160
1269;32;1301
7006;158;7164
617;11;628
2210;48;2258
756;11;767
19617;61;19678
1472;31;1503
1286;25;1311
22175;392;22567
1018;17;1035
20914;477;21391
5158;92;5250
4409;92;4501
3001;47;3048
2262;60;2322
566;16;582
479;11;490
1204;25;1229
879;20;899
566;11;577
748;22;770
1048;17;1065
2133;63;2196
1805;113;1918
541;14;555
3853;189;4042
4224;93;4317
800;14;814
320;6;326
2596;60;2656
1228;50;1278
1583;73;1656
1967;106;2073
590;7;597
3710;96;3806
1212;25;1237
617;6;623
2590;61;2651
927;13;940
10490;273;10763
22286;351;22637
710;25;735
1295;35;1330
6020;126;6146
3053;63;3116
4117;99;4216
745;9;754
637;10;647
971;10;981
6080;111;6191
52795;221;53016
1086;19;1105
322;7;329
67285;266;67551
4999;56;5055
104;1;105
881;19;900
36291;419;36710
802;33;835
152212;1082;153294
2137;114;2251
3367;91;3458
992;24;1016
4355;67;4422
10638;152;10790
4242;85;4327
11196;73;11269
28930;139;29069
9902;52;9954
13181;221;13402
5509;105;5614
6076;76;6152
1528;13;1541
1912;23;1935
34640;301;34941
13707;146;13853
3230;116;3346
4191;38;4229
30697;366;31063
6875;108;6983
5458;67;5525
4579;82;4661
46927;284;47211
5789;56;5845
6497;63;6560
2369;48;2417
2772;37;2809
1810;9;1819
2986;33;3019
5512;74;5586
3188;28;3216
2700;42;2742
29641;782;30423
31303;386;31689
102725;1006;103731
36064;406;36470
49664;1085;50749
52862;884;53746
82573;493;83066
86154;1022;87176
51983;537;52520
357;4;361
209;7;216
69;2;71
307;2;309
134;2;136
1490;102;1592
304;6;310
148;2;150
102;1;103
104;1;105
317;4;321
656;11;667
67;0;67
399;6;405
274;6;280
162;2;164
240;2;242
512;4;516
143;4;147
244;2;246
191;5;196
147;3;150
143;3;146
446;14;460
242;4;246
2533;26;2559
71;1;72
143;3;146
239;2;241
45;1;46
644;17;661
45;0;45
177;4;181
159;2;161
258;21;279
315;9;324
355;4;359
239;3;242
377;9;386
103;1;104
237;3;240
408;12;420
419;7;426
367;7;374
107;2;109
139;3;142
97;2;99
98;0;98
34;0;34
121;3;124
77;1;78
241;4;245
500;7;507
310;1;311
149;2;151
931;14;945
470;8;478
294;3;297
85;0;85
142;5;147
210;3;213
149;3;152
77;1;78
180;1;181
126;0;126
46;0;46
28;2;30
56;0;56
83;2;85
244;3;247
199;2;201
376;8;384
221;4;225
93;2;95
524;12;536
238;4;242
324;4;328
130;2;132
404;10;414
663;10;673
680;13;693
75;0;75
147;3;150
117;2;119
46;0;46
60;2;62
47;1;48
177;3;180
654;8;662
301;5;306
654;11;665
635;17;652
238;8;246
211;4;215
76;1;77
133;0;133
501;5;506
277;10;287
221;3;224
590;13;603
137;1;138
113;2;115
437;4;441
306;2;308
275;3;278
174;5;179
132;3;135
205;2;207
236;5;241
617;12;629
1238;33;1271
194;2;196
357;12;369
3745;72;3817
878;16;894
1633;32;1665
92;1;93
176;2;178
197;6;203
110;6;116
387;3;390
162;3;165
318;8;326
704;67;771
235;7;242
204;2;206
34;1;35
489;9;498
215;8;223
124;3;127
67;1;68
118;2;120
190;2;192
124;6;130
33;1;34
480;10;490
164;4;168
228;4;232
86;1;87
693;17;710
320;2;322
36;0;36
475;37;512
96;1;97
371;6;377
799;15;814
111;1;112
361;10;371
105;1;106
89;0;89
317;19;336
459;13;472
443;8;451
89;2;91
542;42;584
154;5;159
353;13;366
620;17;637
220;5;225
122;2;124
1263;29;1292
109;0;109
143;2;145
136;3;139
191;3;194
603;15;618
526;10;536
168;3;171
441;10;451
132;0;132
142;0;142
60;0;60
707;21;728
187;9;196
73;1;74
263;3;266
54;1;55
250;4;254
181;3;184
206;2;208
232;3;235
134;8;142
272;4;276
250;9;259
794;15;809
1240;25;1265
116;0;116
39;1;40
209;1;210
273;7;280
149;2;151
156;4;160
202;2;204
555;7;562
3249;69;3318
292;5;297
154;5;159
65;2;67
225;5;230
122;5;127
244;11;255
439;24;463
97;1;98
134;1;135
735;15;750
407;6;413
288;4;292
78;1;79
674;14;688
104;2;106
309;3;312
477;15;492
980;11;991
260;6;266
98;4;102
35;0;35
130;5;135
135;2;137
226;11;237
145;4;149
467;9;476
97;0;97
137;4;141
201;5;206
1327;24;1351
133;0;133
337;12;349
111;0;111
3797;123;3920
212;3;215
1379;35;1414
119;3;122
451;6;457
100;4;104
178;3;181
297;28;325
253;7;260
497;4;501
710;12;722
742;14;756
1990;46;2036
370;6;376
686;20;706
1361;33;1394
161;4;165
238;2;240
50;0;50
151;5;156
485;7;492
213;4;217
35;1;36
374;11;385
186;11;197
67;1;68
48;0;48
393;5;398
184;8;192
381;9;390
215;4;219
5553;424;5977
937;36;973
1012;20;1032
442;7;449
268;8;276
10646;272;10918
128;3;131
44;0;44
120;1;121
210;2;212
203;6;209
124;3;127
1548;34;1582
77;2;79
357;4;361
220;5;225
271;2;273
60;0;60
117;0;117
311;2;313
56;0;56
77;1;78
153;1;154
122;1;123
103;2;105
460;13;473
124;7;131
222;6;228
453;10;463
8046;185;8231
6623;273;6896
759;21;780
395;5;400
168;6;174
408;11;419
83;4;87
141;4;145
431;15;446
124;3;127
98;3;101
1400;29;1429
284;6;290
197;1;198
645;15;660
372;3;375
309;3;312
134;3;137
327;6;333
61;4;65
287;7;294
440;20;460
56;1;57
1508;24;1532
62;2;64
137;3;140
59;1;60
228;7;235
1674;31;1705
214;27;241
300;3;303
136;1;137
285;5;290
339;9;348
356;8;364
620;12;632
235;3;238
65;0;65
228;3;231
37;0;37
503;8;511
302;4;306
278;6;284
543;87;630
272;4;276
55;0;55
78;1;79
158;5;163
138;4;142
645;15;660
119;1;120
123;0;123
184;4;188
132;3;135
48;0;48
203;1;204
152;4;156
285;4;289
95;2;97
463;10;473
1623;50;1673
176;4;180
341;10;351
417;4;421
224;3;227
333;10;343
177;2;179
662;10;672
1978;75;2053
58;2;60
502;11;513
34;2;36
430;6;436
60;4;64
52;0;52
39;2;41
81;0;81
66;0;66
208;7;215
108;2;110
132;1;133
371;11;382
243;3;246
576;16;592
194;4;198
76;1;77
272;5;277
1068;29;1097
115;2;117
699;3;702
38;0;38
71;0;71
1903;36;1939
960;15;975
658;9;667
204;5;209
306;3;309
518;4;522
107;4;111
63;0;63
2954;55;3009
145;1;146
113;3;116
148;6;154
251;7;258
335;9;344
1455;49;1504
547;14;561
69;1;70
249;3;252
326;7;333
1396;38;1434
829;22;851
116;0;116
16;0;16
212;3;215
355;7;362
33;2;35
253;3;256
109;3;112
89;1;90
163;1;164
115;1;116
604;9;613
2297;75;2372
152;2;154
62;0;62
40;0;40
2735;28;2763
254;3;257
81;3;84
48;2;50
1493;24;1517
148;5;153
107;3;110
1101;25;1126
430;9;439
116;2;118
80;2;82
144;1;145
1353;23;1376
124;3;127
3150;66;3216
90;1;91
211;4;215
160;2;162
25;1;26
485;4;489
1929;32;1961
127;2;129
65;1;66
773;13;786
888;15;903
98;4;102
134;6;140
205;4;209
1543;25;1568
137;5;142
178;3;181
202;5;207
111;3;114
291;3;294
194;1;195
788;6;794
123;1;124
480;14;494
579;10;589
462;8;470
347;6;353
25;1;26
460;14;474
103;2;105
167;11;178
98;3;101
85;0;85
162;2;164
360;13;373
162;7;169
388;13;401
246;6;252
113;0;113
130;3;133
226;3;229
219;5;224
2418;55;2473
670;11;681
67;1;68
245;3;248
395;18;413
98;2;100
110;0;110
115;3;118
183;4;187
158;3;161
197;3;200
113;3;116
211;3;214
625;14;639
75;1;76
486;9;495
385;16;401
120;0;120
104;1;105
519;6;525
121;0;121
125;1;126
153;1;154
132;2;134
294;6;300
82;0;82
455;12;467
80;4;84
204;4;208
209;5;214
115;2;117
127;3;130
219;22;241
168;3;171
141;1;142
78;1;79
14914;749;15663
215;3;218
116;2;118
191;1;192
171;1;172
133;4;137
140;2;142
195;4;199
165;2;167
1423;108;1531
154;3;157
533;13;546
310;16;326
52;2;54
200;5;205
134;9;143
57;4;61
61;1;62
39;3;42
290;5;295
125;1;126
57;0;57
841;16;857
151;1;152
379;9;388
174;2;176
428;16;444
152;5;157
704;16;720
81;0;81
130;1;131
799;15;814
1243;20;1263
795;6;801
1164;25;1189
251;10;261
185;5;190
167;4;171
151;7;158
719;14;733
864;10;874
444;86;530
331;15;346
272;5;277
12987;1022;14009
914;29;943
1082;27;1109
95;4;99
547;11;558
143;7;150
98;2;100
291;22;313
625;9;634
956;26;982
509;17;526
358;8;366
337;13;350
721;7;728
106;3;109
292;4;296
203;4;207
59;1;60
690;14;704
861;19;880
335;7;342
204;3;207
69;0;69
84;6;90
468;13;481
181;1;182
6060;140;6200
190;2;192
318;7;325
83;3;86
296;6;302
179;6;185
94;0;94
4713;72;4785
175;2;177
340;7;347
130;7;137
729;11;740
685;13;698
2354;37;2391
124;3;127
185;11;196
3538;67;3605
228;2;230
460;16;476
292;8;300
753;14;767
985;25;1010
273;8;281
119;3;122
124;3;127
57;2;59
579;27;606
2138;85;2223
263;8;271
141;2;143
5528;80;5608
564;19;583
627;11;638
45056;1521;46577
513;4;517
151;3;154
463;11;474
97;0;97
2588;56;2644
223;3;226
529;11;540
222;2;224
466;9;475
165;1;166
226;12;238
238;2;240
4171;53;4224
189;2;191
504;13;517
662;18;680
139;2;141
437;10;447
192;2;194
480;12;492
250;4;254
316;14;330
203;0;203
452;8;460
688;24;712
274;6;280
190;7;197
7742;297;8039
2888;438;3326
331;10;341
168;5;173
352;2;354
565;10;575
305;11;316
228;8;236
98;0;98
92;4;96
169;2;171
1095;31;1126
6148;143;6291
1119;24;1143
3703;69;3772
316;3;319
557;15;572
373;4;377
203;7;210
20;0;20
584;23;607
60;5;65
88;5;93
271;7;278
229;6;235
851;13;864
2260;30;2290
1637;58;1695
661;21;682
891;20;911
276;8;284
4929;247;5176
144;0;144
50;0;50
310;6;316
240;4;244
459;8;467
191;5;196
564;5;569
232;7;239
251;6;257
843;17;860
1323;29;1352
3089;86;3175
78;4;82
180;9;189
21269;298;21567
2469;62;2531
519;16;535
262;65;327
1829;31;1860
1571;40;1611
202;8;210
310;9;319
319;6;325
1153;44;1197
90;1;91
129;3;132
378;8;386
112;4;116
552;20;572
174;1;175
700;107;807
1794;40;1834
305;9;314
85;1;86
311;4;315
173;4;177
338;4;342
7741;249;7990
802;12;814
889;31;920
81;1;82
168;4;172
1458;52;1510
153;3;156
608;9;617
332;14;346
262;5;267
1580;34;1614
60;1;61
1616;52;1668
2164;30;2194
472;10;482
1811;148;1959
473;11;484
790;15;805
220;1;221
634;8;642
412;7;419
174;8;182
704;17;721
196;7;203
1877;364;2241
52;1;53
1487;43;1530
651;9;660
239;4;243
288;11;299
210;4;214
728;14;742
373;19;392
1387;33;1420
569;17;586
420;11;431
2581;72;2653
197;5;202
125;5;130
581;21;602
547;15;562
473;3;476
3684;161;3845
899;26;925
563;8;571
82;6;88
525;13;538
30;0;30
513;8;521
210;0;210
231;1;232
6760;194;6954
630;11;641
202;14;216
304;7;311
341;6;347
1954;108;2062
879;21;900
524;7;531
986;18;1004
697;11;708
384;15;399
486;18;504
521;11;532
371;4;375
438;2;440
322;6;328
250;3;253
365;10;375
710;20;730
991;37;1028
1087;49;1136
590;13;603
370;14;384
928;26;954
151;1;152
179;2;181
539;12;551
653;12;665
509;15;524
363;7;370
662;16;678
161;4;165
6433;225;6658
328;9;337
315;3;318
859;84;943
350;10;360
2067;33;2100
33908;755;34663
149;5;154
199;9;208
283;6;289
388;10;398
1727;31;1758
128;5;133
665;19;684
155;5;160
628;19;647
87;2;89
307;14;321
1243;34;1277
537;7;544
143;7;150
410;6;416
263;4;267
328;6;334
1145;22;1167
377;68;445
968;23;991
1322;45;1367
409;10;419
1212;171;1383
1505;25;1530
749;19;768
754;22;776
316;7;323
621;8;629
170;2;172
215;9;224
485;6;491
828;15;843
17678;308;17986
290;7;297
31;1;32
1924;60;1984
4964;89;5053
256;5;261
255;1;256
381;15;396
206;0;206
183;2;185
371;7;378
183;3;186
1100;20;1120
779;16;795
315;3;318
192;4;196
52;1;53
136;0;136
579;23;602
1206;34;1240
418;7;425
343;8;351
631;12;643
410;9;419
754;15;769
117;1;118
469;5;474
1222;39;1261
383;9;392
66;0;66
3110;80;3190
303;8;311
216;2;218
391;8;399
1507;26;1533
254;2;256
9214;417;9631
318;4;322
66;2;68
672;11;683
1568;26;1594
553;15;568
131;3;134
51;1;52
874;30;904
1938;31;1969
88;3;91
525;7;532
570;22;592
280;7;287
974;17;991
217;0;217
102;3;105
568;10;578
1910;46;1956
58;5;63
344;5;349
88;5;93
176;1;177
591;8;599
380;8;388
366;5;371
303;16;319
430;7;437
626;11;637
1577;41;1618
2021;33;2054
1704;21;1725
162;2;164
275;8;283
128;2;130
1557;35;1592
1233;21;1254
789;17;806
74;0;74
697;15;712
534;5;539
506;8;514
566;20;586
94;0;94
249;9;258
467;20;487
281;5;286
1084;22;1106
555;17;572
491;9;500
491;17;508
765;22;787
209;2;211
488;4;492
283;8;291
1044;31;1075
532;15;547
129;4;133
629;13;642
750;25;775
260;10;270
896;22;918
198;1;199
126;9;135
221;4;225
428;9;437
310;9;319
794;15;809
154;8;162
1200;24;1224
833;10;843
443;17;460
138;2;140
592;6;598
1058;7;1065
1895;42;1937
2310;51;2361
185;7;192
276;9;285
433;5;438
211;3;214
279;11;290
540;11;551
51;1;52
763;26;789
395;16;411
377;13;390
491;14;505
345;7;352
243;9;252
1004;20;1024
323;11;334
529;19;548
748;19;767
374;9;383
279;4;283
1567;22;1589
1640;57;1697
1199;30;1229
6190;180;6370
189;6;195
273;14;287
1389;33;1422
120;6;126
101;6;107
94;0;94
96;1;97
242;11;253
187;8;195
159;4;163
1911;68;1979
120;2;122
61;0;61
340;17;357
468;23;491
62;1;63
528;11;539
571;12;583
184;4;188
274;9;283
122;4;126
848;16;864
364;10;374
347;14;361
92;1;93
209;8;217
150;1;151
147;2;149
6615;157;6772
484;9;493
85;2;87
1758;36;1794
596;13;609
1150;20;1170
836;11;847
425;12;437
1282;29;1311
258;14;272
8576;172;8748
162;3;165
104;3;107
570;9;579
1015;17;1032
1156;24;1180
126;2;128
343;7;350
526;14;540
874;12;886
143;10;153
2150;54;2204
132;6;138
4316;81;4397
93;3;96
142;3;145
1577;45;1622
128;3;131
80;2;82
76;1;77
1137;17;1154
169;1;170
406;9;415
476;6;482
610;19;629
3012;68;3080
1127;36;1163
419;5;424
100;3;103
607;7;614
232;3;235
274;9;283
189;4;193
1290;25;1315
106;2;108
1737;19;1756
1188;12;1200
173;7;180
576;11;587
361;7;368
210;4;214
2001;45;2046
257;7;264
488;14;502
215;1;216
194;3;197
532;18;550
112;5;117
507;11;518
131;0;131
439;11;450
79;2;81
2813;39;2852
374;4;378
1510;27;1537
5489;338;5827
194;5;199
1056;19;1075
404;8;412
259;7;266
249;2;251
214;6;220
825;14;839
91;5;96
520;13;533
275;5;280
113;3;116
2317;48;2365
566;8;574
728;17;745
1132;26;1158
539;14;553
225;9;234
212;33;245
74;1;75
746;20;766
569;12;581
1060;8;1068
257;7;264
57;0;57
516;14;530
447;26;473
233;0;233
192;5;197
813;27;840
279;5;284
219;4;223
313;11;324
167;2;169
418;10;428
254;5;259
650;18;668
718;23;741
1189;28;1217
1366;71;1437
258;4;262
1099;38;1137
423;8;431
632;23;655
521;8;529
1698;37;1735
205;3;208
11167;109;11276
585;3;588
936;22;958
1899;232;2131
497;11;508
5503;123;5626
362;8;370
400;11;411
906;17;923
490;10;500
2115;27;2142
114;0;114
1478;35;1513
237;3;240
87;1;88
377;9;386
705;17;722
585;7;592
1221;27;1248
2253;30;2283
3646;61;3707
1993;54;2047
1506;16;1522
327;8;335
484;7;491
1967;28;1995
529;3;532
333;10;343
442;12;454
2117;45;2162
309;4;313
120;1;121
575;1;576
3791;57;3848
142;2;144
344;5;349
2102;25;2127
327;7;334
436;5;441
829;13;842
1544;27;1571
2128;135;2263
527;4;531
247;1;248
1521;29;1550
3369;36;3405
678;9;687
1227;14;1241
3756;68;3824
1336;24;1360
72;3;75
6552;197;6749
841;19;860
261;3;264
1701;25;1726
858;24;882
528;10;538
2302;66;2368
426;7;433
990;16;1006
1384;16;1400
247;7;254
6038;245;6283
252;2;254
1072;22;1094
210;4;214
993;26;1019
241;2;243
426;7;433
356;3;359
312;3;315
2731;80;2811
382;11;393
1259;35;1294
182;2;184
138;4;142
477;14;491
334;11;345
1863;38;1901
2952;59;3011
133;2;135
903;14;917
615;9;624
7779;116;7895
1656;82;1738
505;6;511
638;7;645
411;4;415
676;13;689
98;1;99
611;8;619
573;15;588
490;5;495
935;28;963
347;6;353
552;6;558
1044;20;1064
471;15;486
476;5;481
763;12;775
268;6;274
922;22;944
1460;23;1483
1047;19;1066
251;3;254
322;10;332
1041;21;1062
72;0;72
4744;72;4816
298;9;307
292;9;301
1956;37;1993
524;5;529
850;16;866
705;12;717
593;8;601
8862;337;9199
1489;23;1512
532;14;546
606;6;612
318;8;326
2191;38;2229
2889;46;2935
979;41;1020
923;35;958
149;5;154
1926;26;1952
327;4;331
395;7;402
3092;54;3146
1125;24;1149
82;1;83
629;10;639
1261;23;1284
1136;31;1167
444;11;455
554;12;566
14858;1071;15929
2323;30;2353
932;23;955
714;13;727
831;12;843
586;7;593
904;13;917
491;9;500
70;0;70
1911;24;1935
317;10;327
717;12;729
2068;41;2109
1460;25;1485
172;7;179
102;1;103
1441;13;1454
1231;26;1257
102;1;103
1540;14;1554
4126;71;4197
354;4;358
191;1;192
1884;34;1918
5157;171;5328
143847;2856;146703
1544;29;1573
1068;16;1084
384;6;390
661;9;670
887;11;898
1611;17;1628
151;2;153
2109;26;2135
277;4;281
3120;39;3159
95;2;97
430;7;437
267;2;269
1874;28;1902
732;6;738
689;5;694
2637;36;2673
281;1;282
3703;62;3765
259;4;263
198;11;209
521;6;527
1804;26;1830
374;9;383
304;1;305
304;5;309
638;11;649
699;13;712
5225;63;5288
10;2;12
1034;12;1046
595;14;609
2448;48;2496
291;4;295
874;58;932
902;37;939
372;4;376
271;0;271
2624;32;2656
533;3;536
667;8;675
1333;17;1350
41;0;41
2084;50;2134
472;7;479
1073;27;1100
5286;82;5368
657;10;667
60;0;60
365;10;375
376;7;383
191;8;199
501;6;507
73;0;73
612;21;633
2931;48;2979
1645;25;1670
2957;64;3021
685;15;700
208;6;214
1338;31;1369
821;24;845
763;13;776
151;9;160
386;5;391
1142;10;1152
2615;69;2684
268;6;274
800;16;816
791;7;798
2316;319;2635
282;7;289
3503;69;3572
302;12;314
2163;174;2337
12125;456;12581
236;2;238
733;17;750
912;21;933
706;11;717
3244;195;3439
193;1;194
927;15;942
315;6;321
232;3;235
207;7;214
1521;15;1536
1917;46;1963
114;1;115
773;11;784
153;3;156
2155;36;2191
443;5;448
536;5;541
334;5;339
387;7;394
2021;44;2065
2035;33;2068
1811;15;1826
982;20;1002
238;5;243
617;7;624
471;15;486
499;7;506
746;21;767
547;12;559
576;10;586
2439;34;2473
2698;29;2727
173;4;177
731;10;741
968;25;993
1322;24;1346
239;6;245
2106;248;2354
285;7;292
1916;58;1974
351;6;357
234;3;237
224;5;229
375;8;383
829;14;843
686;21;707
501;18;519
742;19;761
2590;81;2671
516;10;526
224;2;226
459;2;461
506;14;520
840;17;857
208;5;213
300;4;304
3709;140;3849
4064;83;4147
432;13;445
579;11;590
605;8;613
441;11;452
2231;86;2317
1075;15;1090
1214;40;1254
865;20;885
743;10;753
672;10;682
1239;23;1262
624;12;636
165;7;172
626;11;637
2881;48;2929
339;5;344
4473;56;4529
300;5;305
129;1;130
476;2;478
3056;61;3117
1051;20;1071
139;0;139
215;5;220
161;4;165
106;1;107
414;5;419
729;12;741
1615;37;1652
1429;9;1438
1509;34;1543
484;8;492
165;1;166
1663;16;1679
1432;25;1457
315;4;319
793;12;805
322;6;328
594;64;658
328;6;334
77;1;78
2510;55;2565
148;5;153
539;14;553
707;21;728
1033;11;1044
1445;33;1478
195;6;201
947;22;969
1370;11;1381
943;18;961
132;4;136
1766;24;1790
4261;133;4394
232;9;241
3838;113;3951
433;16;449
182;4;186
4444;109;4553
1679;22;1701
30463;577;31040
6315;141;6456
19502;564;20066
147;2;149
365;10;375
288;2;290
1860;43;1903
987;21;1008
769;21;790
955;20;975
443;11;454
850;17;867
563;15;578
698;23;721
778;22;800
526;11;537
389;14;403
387;6;393
337;3;340
5022;118;5140
3429;41;3470
4785;121;4906
2152;37;2189
494;5;499
2034;89;2123
683;18;701
536;12;548
359;8;367
306;6;312
263;7;270
2781;35;2816
259;9;268
355;14;369
148;0;148
574;21;595
4966;99;5065
147;4;151
690;11;701
7195;401;7596
1876;58;1934
500;12;512
1272;19;1291
2262;69;2331
423;15;438
718;10;728
5609;273;5882
58917;1561;60478
1151;22;1173
587;20;607
952;17;969
702;8;710
565;22;587
33;1;34
535;7;542
330;11;341
572;21;593
261;4;265
563;10;573
144;6;150
924;15;939
668;44;712
747;38;785
222;3;225
952;27;979
1394;21;1415
393;12;405
6359;184;6543
159;8;167
1269;22;1291
264;7;271
207;3;210
153;4;157
336;14;350
382;8;390
1041;19;1060
678;21;699
811;22;833
433;4;437
1904;46;1950
96;3;99
2934;67;3001
479;5;484
1239;17;1256
303;6;309
644;8;652
777;9;786
782;7;789
177;3;180
802;29;831
481;12;493
691;9;700
99;4;103
609;14;623
1928;49;1977
424;19;443
387;15;402
3042;78;3120
4595;101;4696
1215;39;1254
2107;38;2145
303;8;311
758;23;781
351;7;358
1079;26;1105
4047;78;4125
