id_mutation;Date_mutation;Nature_mutation;valeur_fonciere;id_bien_immo
8278;12/02/2020;Vente;201500;8278
8279;12/02/2020;Vente;150500;8279
8280;12/02/2020;Vente;62000;8280
8281;12/02/2020;Vente;;8281
8282;12/02/2020;Vente;230000;8282
8283;12/02/2020;Vente;189150;8283
8284;12/02/2020;Vente;169000;8284
8285;12/02/2020;Vente;132500;8285
8286;12/02/2020;Vente;150310;8286
8287;12/02/2020;Vente;76700;8287
8288;12/02/2020;Vente;60550;8288
8289;12/02/2020;Vente;133000;8289
8290;12/02/2020;Vente;135500;8290
8291;12/02/2020;Vente;1076000;8291
8292;12/02/2020;Vente;262580;8292
8293;12/02/2020;Vente;92000;8293
8294;12/02/2020;Vente;77000;8294
8295;12/02/2020;Vente;285000;8295
8296;12/02/2020;Vente;55000;8296
8297;12/02/2020;Vente;89000;8297
8298;12/02/2020;Vente;50000;8298
8299;12/02/2020;Vente;46000;8299
8300;12/02/2020;Vente;55900;8300
8301;12/02/2020;Vente;62900;8301
8302;12/02/2020;Vente;18000;8302
8303;12/02/2020;Vente;129000;8303
8304;12/02/2020;Vente;55000;8304
8305;12/02/2020;Vente;275000;8305
8306;12/02/2020;Vente;110000;8306
8307;12/02/2020;Vente;58200;8307
8308;12/02/2020;Vente;48000;8308
8309;12/02/2020;Vente;180000;8309
8310;12/02/2020;Vente;165000;8310
8311;12/02/2020;Vente;63000;8311
8312;12/02/2020;Vente;18000;8312
8313;12/02/2020;Vente;91650;8313
8314;12/02/2020;Vente;229000;8314
8315;12/02/2020;Vente;152000;8315
8316;12/02/2020;Vente;153000;8316
8317;12/02/2020;Vente;132000;8317
8318;12/02/2020;Vente;71000;8318
8319;12/02/2020;Vente;119000;8319
8320;12/02/2020;Vente;73000;8320
8321;12/02/2020;Vente;158620;8321
8322;12/02/2020;Vente;83000;8322
8323;12/02/2020;Vente;27000;8323
8324;12/02/2020;Vente;51500;8324
8325;12/02/2020;Vente;196800;8325
8326;12/02/2020;Vente;158000;8326
8327;12/02/2020;Vente;188000;8327
8328;12/02/2020;Vente;241000;8328
8329;12/02/2020;Vente;171500;8329
8330;12/02/2020;Vente;295530;8330
8331;12/02/2020;Vente;146850;8331
8332;12/02/2020;Vente;150000;8332
8333;12/02/2020;Vente;235000;8333
8334;12/02/2020;Vente;58018,87;8334
8335;12/02/2020;Vente;48500;8335
8336;12/02/2020;Vente;112600;8336
8337;12/02/2020;Vente;110000;8337
8338;12/02/2020;Vente;136580;8338
8339;12/02/2020;Vente;331000;8339
8340;12/02/2020;Vente;404900;8340
8341;12/02/2020;Vente;188000;8341
8342;12/02/2020;Vente;184250;8342
8343;12/02/2020;Vente;85000;8343
8344;12/02/2020;Vente;264000;8344
8345;12/02/2020;Vente;77050,48;8345
8346;12/02/2020;Vente;198648;8346
8347;12/02/2020;Vente;173000;8347
8348;12/02/2020;Vente;267140;8348
8349;12/02/2020;Vente;47500;8349
8350;12/02/2020;Vente;147000;8350
8351;12/02/2020;Vente;121000;8351
8352;12/02/2020;Vente;151668;8352
8353;12/02/2020;Vente;123800;8353
8354;12/02/2020;Vente;99800;8354
8355;12/02/2020;Vente;255000;8355
8356;12/02/2020;Vente;104500;8356
8357;12/02/2020;Vente;195500;8357
8358;12/02/2020;Vente;230000;8358
8359;12/02/2020;Vente;160000;8359
8360;12/02/2020;Vente;133300;8360
8361;12/02/2020;Vente;114000;8361
8362;12/02/2020;Vente;75000;8362
8363;12/02/2020;Vente;45000;8363
8364;12/02/2020;Vente;115000;8364
8365;12/02/2020;Vente;91500;8365
8366;12/02/2020;Vente;521750;8366
8367;12/02/2020;Vente;126400;8367
8368;12/02/2020;Vente;107300;8368
8369;12/02/2020;Vente;121500;8369
8370;12/02/2020;Vente;81000;8370
8371;12/02/2020;Vente;96000;8371
8372;12/02/2020;Vente;200500;8372
8373;12/02/2020;Vente;178600;8373
8374;12/02/2020;Vente;46000;8374
8375;12/02/2020;Vente;70500;8375
8376;12/02/2020;Vente;66740;8376
8377;12/02/2020;Vente;62000;8377
8378;12/02/2020;Vente;110850;8378
8379;12/02/2020;Vente;587500;8379
8380;12/02/2020;Vente;121000;8380
8381;12/02/2020;Vente;95000;8381
8382;12/02/2020;Vente;77900;8382
8383;12/02/2020;Vente;108000;8383
8384;12/02/2020;Vente;75050;8384
8385;12/02/2020;Vente;168000;8385
8386;12/02/2020;Vente;106000;8386
8387;12/02/2020;Vente;37000;8387
8388;12/02/2020;Vente;55000;8388
8389;12/02/2020;Vente;185000;8389
8390;12/02/2020;Vente;112800;8390
8391;12/02/2020;Vente;418970;8391
8392;12/02/2020;Vente;178000;8392
8393;12/02/2020;Vente;100000;8393
8394;12/02/2020;Vente;59000;8394
8395;12/02/2020;Vente;125000;8395
8396;12/02/2020;Vente;267810;8396
8397;12/02/2020;Vente;347000;8397
8398;12/02/2020;Vente;294500;8398
8399;12/02/2020;Vente;177500;8399
8400;12/02/2020;Vente;275000;8400
8401;12/02/2020;Vente;1066000;8401
8402;12/02/2020;Vente;262300;8402
8403;12/02/2020;Vente;545000;8403
8404;12/02/2020;Vente;430000;8404
8405;12/02/2020;Vente;260000;8405
8406;12/02/2020;Vente;2302000;8406
8407;12/02/2020;Vente;457600;8407
8408;12/02/2020;Vente;217750;8408
8409;12/02/2020;Vente;135238;8409
8410;12/02/2020;Vente;711550;8410
8411;12/02/2020;Vente;280944;8411
8412;12/02/2020;Vente;204000;8412
8413;12/02/2020;Vente;863400;8413
8414;12/02/2020;Vente;651500;8414
8415;12/02/2020;Vente;309000;8415
8416;12/02/2020;Vente;308200;8416
8417;12/02/2020;Vente;268000;8417
8418;12/02/2020;Vente;179000;8418
8419;12/02/2020;Vente;362540;8419
8420;12/02/2020;Vente;135000;8420
8421;12/02/2020;Vente;921500;8421
8422;12/02/2020;Vente;475000;8422
8423;12/02/2020;Vente;100000;8423
8424;12/02/2020;Vente;460000;8424
8425;12/02/2020;Vente;484000;8425
8426;12/02/2020;Vente;477536;8426
8427;12/02/2020;Vente;724923;8427
8428;12/02/2020;Vente;1660000;8428
8429;12/02/2020;Vente;1095000;8429
8430;12/02/2020;Vente;878250;8430
8431;12/02/2020;Vente;1266100;8431
8432;12/02/2020;Vente;310200;8432
8433;12/02/2020;Vente;2355000;8433
8434;12/02/2020;Vente;200000;8434
8435;12/02/2020;Vente;864000;8435
8436;12/02/2020;Vente;564000;8436
8437;12/02/2020;Vente;200010;8437
8438;12/02/2020;Vente;307085;8438
8439;12/02/2020;Vente;316500;8439
8440;12/02/2020;Vente;85000;8440
8441;12/02/2020;Vente;189000;8441
8442;12/02/2020;Vente;225900;8442
8443;12/02/2020;Vente;370000;8443
8444;12/02/2020;Vente;110000;8444
8445;12/02/2020;Vente;127500;8445
8446;12/02/2020;Vente;147500;8446
8447;12/02/2020;Vente;460590;8447
8448;12/02/2020;Vente;406600;8448
8449;12/02/2020;Vente;549405;8449
8450;12/02/2020;Vente;162000;8450
8451;12/02/2020;Vente;613000;8451
8452;12/02/2020;Vente;333000;8452
8453;12/02/2020;Vente;232450;8453
8454;12/02/2020;Vente;790000;8454
8455;12/02/2020;Vente;143000;8455
8456;12/02/2020;Vente;203000;8456
8457;12/02/2020;Vente;185000;8457
8458;12/02/2020;Vente;374611;8458
8459;12/02/2020;Vente;377910;8459
8460;12/02/2020;Vente;225545;8460
8461;12/02/2020;Vente;171000;8461
8462;12/02/2020;Vente;43000;8462
8463;12/02/2020;Vente;76000;8463
8464;12/02/2020;Vente;180000;8464
8465;12/02/2020;Vente;139000;8465
8466;12/02/2020;Vente;140000;8466
8467;12/02/2020;Vente;215250;8467
8468;12/02/2020;Vente;280000;8468
8469;12/02/2020;Vente;113000;8469
8470;12/02/2020;Vente;49000;8470
8471;12/02/2020;Vente;126000;8471
8472;12/02/2020;Vente;148800;8472
8473;12/02/2020;Vente;76500;8473
8474;12/02/2020;Vente;140500;8474
8475;12/02/2020;Vente;74000;8475
8476;12/02/2020;Vente;77000;8476
8477;12/02/2020;Vente;105450;8477
8478;12/02/2020;Vente;39600;8478
8479;12/02/2020;Vente;582750;8479
8480;12/02/2020;Vente;175000;8480
8481;12/02/2020;Vente;135000;8481
8482;12/02/2020;Vente;105980;8482
8483;12/02/2020;Vente;268400;8483
8484;12/02/2020;Vente;125000;8484
8485;12/02/2020;Vente;285000;8485
8486;12/02/2020;Vente;168000;8486
8487;12/02/2020;Vente;205000;8487
8488;12/02/2020;Vente;65000;8488
8489;12/02/2020;Vente;141000;8489
8490;12/02/2020;Vente;425000;8490
8491;12/02/2020;Vente;840910;8491
8492;12/02/2020;Vente;185000;8492
8493;12/02/2020;Vente;430000;8493
8494;12/02/2020;Vente;375300;8494
8495;12/02/2020;Vente;868850;8495
8496;12/02/2020;Vente;471000;8496
8497;12/02/2020;Vente;732150;8497
8498;12/02/2020;Vente;988200;8498
8499;12/02/2020;Vente;350800;8499
8500;12/02/2020;Vente;315000;8500
8501;12/02/2020;Vente;284300;8501
8502;12/02/2020;Vente;288000;8502
8503;12/02/2020;Vente;100000;8503
8504;12/02/2020;Vente;113800;8504
8505;12/02/2020;Vente;157600;8505
8506;12/02/2020;Vente;90000;8506
8507;12/02/2020;Vente;173500;8507
8508;12/02/2020;Vente;200000;8508
8509;12/02/2020;Vente;385000;8509
8510;12/02/2020;Vente;129000;8510
8511;12/02/2020;Vente;167000;8511
8512;12/02/2020;Vente;328950;8512
8513;12/02/2020;Vente;194000;8513
8514;12/02/2020;Vente;178000;8514
8515;12/02/2020;Vente;174000;8515
8516;12/02/2020;Vente;353000;8516
8517;12/02/2020;Vente;646700;8517
8518;12/02/2020;Vente;298000;8518
8519;12/02/2020;Vente;182000;8519
8520;12/02/2020;Vente;164400;8520
8521;12/02/2020;Vente;180000;8521
8522;12/02/2020;Vente;204040;8522
8523;12/02/2020;Vente;61500;8523
8524;12/02/2020;Vente;127000;8524
8525;12/02/2020;Vente;113900;8525
8526;12/02/2020;Vente;185000;8526
8527;12/02/2020;Vente;45000;8527
8528;13/02/2020;Vente;55000;8528
8529;13/02/2020;Vente;125000;8529
8530;13/02/2020;Vente;59000;8530
8531;13/02/2020;Vente;52800;8531
8532;13/02/2020;Vente;90000;8532
8533;13/02/2020;Vente;76600;8533
8534;13/02/2020;Vente;130000;8534
8535;13/02/2020;Vente;835000;8535
8536;13/02/2020;Vente;225000;8536
8537;13/02/2020;Vente;345000;8537
8538;13/02/2020;Vente;580250;8538
8539;13/02/2020;Vente;155000;8539
8540;13/02/2020;Vente;156500;8540
8541;13/02/2020;Vente;61000;8541
8542;13/02/2020;Vente;75000;8542
8543;13/02/2020;Vente;250000;8543
8544;13/02/2020;Vente;137000;8544
8545;13/02/2020;Vente;309800;8545
8546;13/02/2020;Vente;397400;8546
8547;13/02/2020;Vente;291550;8547
8548;13/02/2020;Vente;103000;8548
8549;13/02/2020;Vente;217000;8549
8550;13/02/2020;Vente;190000;8550
8551;13/02/2020;Vente;417500;8551
8552;13/02/2020;Vente;77000;8552
8553;13/02/2020;Vente;188470;8553
8554;13/02/2020;Vente;126000;8554
8555;13/02/2020;Vente;45000;8555
8556;13/02/2020;Vente;50000;8556
8557;13/02/2020;Vente;149000;8557
8558;13/02/2020;Vente;117400;8558
8559;13/02/2020;Vente;59500;8559
8560;13/02/2020;Vente;128000;8560
8561;13/02/2020;Vente;154000;8561
8562;13/02/2020;Vente;150000;8562
8563;13/02/2020;Vente;316000;8563
8564;13/02/2020;Vente;205000;8564
8565;13/02/2020;Vente;150000;8565
8566;13/02/2020;Vente;196000;8566
8567;13/02/2020;Vente;90000;8567
8568;13/02/2020;Vente;265000;8568
8569;13/02/2020;Vente;196700;8569
8570;13/02/2020;Vente;238095;8570
8571;13/02/2020;Vente;419000;8571
8572;13/02/2020;Vente;110500;8572
8573;13/02/2020;Vente;74000;8573
8574;13/02/2020;Vente;122000;8574
8575;13/02/2020;Vente;99659;8575
8576;13/02/2020;Vente;159750;8576
8577;13/02/2020;Vente;124500;8577
8578;13/02/2020;Vente;80000;8578
8579;13/02/2020;Vente;171000;8579
8580;13/02/2020;Vente;198000;8580
8581;13/02/2020;Vente;67000;8581
8582;13/02/2020;Vente;78000;8582
8583;13/02/2020;Vente;103700;8583
8584;13/02/2020;Vente;93700;8584
8585;13/02/2020;Vente;118900;8585
8586;13/02/2020;Vente;166000;8586
8587;13/02/2020;Vente;368800;8587
8588;13/02/2020;Vente;147091;8588
8589;13/02/2020;Vente;149720;8589
8590;13/02/2020;Vente;30400;8590
8591;13/02/2020;Vente;205000;8591
8592;13/02/2020;Vente;338430;8592
8593;13/02/2020;Vente;280043;8593
8594;13/02/2020;Vente;342800;8594
8595;13/02/2020;Vente;202048;8595
8596;13/02/2020;Vente;151000;8596
8597;13/02/2020;Vente;322500;8597
8598;13/02/2020;Vente;136000;8598
8599;13/02/2020;Vente;145000;8599
8600;13/02/2020;Vente;318500;8600
8601;13/02/2020;Vente;150000;8601
8602;13/02/2020;Vente;129684;8602
8603;13/02/2020;Vente;142955;8603
8604;13/02/2020;Vente;155900;8604
8605;13/02/2020;Vente;137000;8605
8606;13/02/2020;Vente;80000;8606
8607;13/02/2020;Vente;297000;8607
8608;13/02/2020;Vente;119350;8608
8609;13/02/2020;Vente;205350;8609
8610;13/02/2020;Vente;116500;8610
8611;13/02/2020;Vente;174010;8611
8612;13/02/2020;Vente;267200;8612
8613;13/02/2020;Vente;297650;8613
8614;13/02/2020;Vente;113990;8614
8615;13/02/2020;Vente;146000;8615
8616;13/02/2020;Vente;86000;8616
8617;13/02/2020;Vente;217850;8617
8618;13/02/2020;Vente;187863;8618
8619;13/02/2020;Vente;136000;8619
8620;13/02/2020;Vente;30500;8620
8621;13/02/2020;Vente;217300;8621
8622;13/02/2020;Vente;104000;8622
8623;13/02/2020;Vente;79000;8623
8624;13/02/2020;Vente;162000;8624
8625;13/02/2020;Vente;126500;8625
8626;13/02/2020;Vente;38300;8626
8627;13/02/2020;Vente;60000;8627
8628;13/02/2020;Vente;85000;8628
8629;13/02/2020;Vente;150000;8629
8630;13/02/2020;Vente;33000;8630
8631;13/02/2020;Vente;115040;8631
8632;13/02/2020;Vente;106000;8632
8633;13/02/2020;Vente;134375;8633
8634;13/02/2020;Vente;79800;8634
8635;13/02/2020;Vente;166850;8635
8636;13/02/2020;Vente;162119;8636
8637;13/02/2020;Vente;49500;8637
8638;13/02/2020;Vente;71000;8638
8639;13/02/2020;Vente;237000;8639
8640;13/02/2020;Vente;88000;8640
8641;13/02/2020;Vente;57500;8641
8642;13/02/2020;Vente;157000;8642
8643;13/02/2020;Vente;143000;8643
8644;13/02/2020;Vente;92650;8644
8645;13/02/2020;Vente;118300;8645
8646;13/02/2020;Vente;32900;8646
8647;13/02/2020;Vente;130000;8647
8648;13/02/2020;Vente;369500;8648
8649;13/02/2020;Vente;41600;8649
8650;13/02/2020;Vente;139650;8650
8651;13/02/2020;Vente;60500;8651
8652;13/02/2020;Vente;72000;8652
8653;13/02/2020;Vente;105220;8653
8654;13/02/2020;Vente;553000;8654
8655;13/02/2020;Vente;47000;8655
8656;13/02/2020;Vente;129000;8656
8657;13/02/2020;Vente;72000;8657
8658;13/02/2020;Vente;107000;8658
8659;13/02/2020;Vente;252000;8659
8660;13/02/2020;Vente;441050;8660
8661;13/02/2020;Vente;340000;8661
8662;13/02/2020;Vente;80000;8662
8663;13/02/2020;Vente;227800;8663
8664;13/02/2020;Vente;67900;8664
8665;13/02/2020;Vente;965159,4;8665
8666;13/02/2020;Vente;138000;8666
8667;13/02/2020;Vente;295000;8667
8668;13/02/2020;Vente;82000;8668
8669;13/02/2020;Vente;24900;8669
8670;13/02/2020;Vente;65900;8670
8671;13/02/2020;Vente;150000;8671
8672;13/02/2020;Vente;65000;8672
8673;13/02/2020;Vente;67600;8673
8674;13/02/2020;Vente;140000;8674
8675;13/02/2020;Vente;2333000;8675
8676;13/02/2020;Vente;349000;8676
8677;13/02/2020;Vente;167000;8677
8678;13/02/2020;Vente;930000;8678
8679;13/02/2020;Vente;655250;8679
8680;13/02/2020;Vente;425000;8680
8681;13/02/2020;Vente;4502585;8681
8682;13/02/2020;Vente;345000;8682
8683;13/02/2020;Vente;445000;8683
8684;13/02/2020;Vente;862000;8684
8685;13/02/2020;Vente;265650;8685
8686;13/02/2020;Vente;537000;8686
8687;13/02/2020;Vente;261100;8687
8688;13/02/2020;Vente;576000;8688
8689;13/02/2020;Vente;425000;8689
8690;13/02/2020;Vente;283200;8690
8691;13/02/2020;Vente;190000;8691
8692;13/02/2020;Vente;205000;8692
8693;13/02/2020;Vente;1050000;8693
8694;13/02/2020;Vente;469000;8694
8695;13/02/2020;Vente;332500;8695
8696;13/02/2020;Vente;280575;8696
8697;13/02/2020;Vente;1081700;8697
8698;13/02/2020;Vente;797000;8698
8699;13/02/2020;Vente;861300;8699
8700;13/02/2020;Vente;710000;8700
8701;13/02/2020;Vente;600600;8701
8702;13/02/2020;Vente;344500;8702
8703;13/02/2020;Vente;379047;8703
8704;13/02/2020;Vente;265200;8704
8705;13/02/2020;Vente;478000;8705
8706;13/02/2020;Vente;397500;8706
8707;13/02/2020;Vente;234500;8707
8708;13/02/2020;Vente;664000;8708
8709;13/02/2020;Vente;46930;8709
8710;13/02/2020;Vente;55000;8710
8711;13/02/2020;Vente;1250000;8711
8712;13/02/2020;Vente;264650;8712
8713;13/02/2020;Vente;258500;8713
8714;13/02/2020;Vente;285000;8714
8715;13/02/2020;Vente;145000;8715
8716;13/02/2020;Vente;151000;8716
8717;13/02/2020;Vente;82000;8717
8718;13/02/2020;Vente;165800;8718
8719;13/02/2020;Vente;238500;8719
8720;13/02/2020;Vente;148000;8720
8721;13/02/2020;Vente;110000;8721
8722;13/02/2020;Vente;199000;8722
8723;13/02/2020;Vente;228572;8723
8724;13/02/2020;Vente;114000;8724
8725;13/02/2020;Vente;210860;8725
8726;13/02/2020;Vente;252000;8726
8727;13/02/2020;Vente;227000;8727
8728;13/02/2020;Vente;523280;8728
8729;13/02/2020;Vente;259850;8729
8730;13/02/2020;Vente;109900;8730
8731;13/02/2020;Vente;177608;8731
8732;13/02/2020;Vente;122000;8732
8733;13/02/2020;Vente;118400;8733
8734;13/02/2020;Vente;158000;8734
8735;13/02/2020;Vente;228000;8735
8736;13/02/2020;Vente;48000;8736
8737;13/02/2020;Vente;192950;8737
8738;13/02/2020;Vente;64500;8738
8739;13/02/2020;Vente;44000;8739
8740;13/02/2020;Vente;72000;8740
8741;13/02/2020;Vente;128500;8741
8742;13/02/2020;Vente;235000;8742
8743;13/02/2020;Vente;152000;8743
8744;13/02/2020;Vente;316000;8744
8745;13/02/2020;Vente;200000;8745
8746;13/02/2020;Vente;143000;8746
8747;13/02/2020;Vente;175000;8747
8748;13/02/2020;Vente;55000;8748
8749;13/02/2020;Vente;162000;8749
8750;13/02/2020;Vente;131000;8750
8751;13/02/2020;Vente;73500;8751
8752;13/02/2020;Vente;369000;8752
8753;13/02/2020;Vente;265000;8753
8754;13/02/2020;Vente;400600;8754
8755;13/02/2020;Vente;166000;8755
8756;13/02/2020;Vente;40397;8756
8757;13/02/2020;Vente;425000;8757
8758;13/02/2020;Vente;120100;8758
8759;13/02/2020;Vente;88000;8759
8760;13/02/2020;Vente;80500;8760
8761;13/02/2020;Vente;299000;8761
8762;13/02/2020;Vente;87000;8762
8763;13/02/2020;Vente;89000;8763
8764;13/02/2020;Vente;100000;8764
8765;13/02/2020;Vente;650000;8765
8766;13/02/2020;Vente;161000;8766
8767;13/02/2020;Vente;159135;8767
8768;13/02/2020;Vente;172000;8768
8769;13/02/2020;Vente;167000;8769
8770;13/02/2020;Vente;197100;8770
8771;13/02/2020;Vente;192000;8771
8772;13/02/2020;Vente;116000;8772
8773;13/02/2020;Vente;381612;8773
8774;13/02/2020;Vente;283400;8774
8775;13/02/2020;Vente;143000;8775
8776;13/02/2020;Vente;335000;8776
8777;13/02/2020;Vente;275200;8777
8778;13/02/2020;Vente;331900;8778
8779;13/02/2020;Vente;152000;8779
8780;13/02/2020;Vente;555200;8780
8781;13/02/2020;Vente;516000;8781
8782;13/02/2020;Vente;391150;8782
8783;13/02/2020;Vente;407022;8783
8784;13/02/2020;Vente;472100;8784
8785;13/02/2020;Vente;235600;8785
8786;13/02/2020;Vente;308000;8786
8787;13/02/2020;Vente;295800;8787
8788;13/02/2020;Vente;286000;8788
8789;13/02/2020;Vente;270600;8789
8790;13/02/2020;Vente;556365;8790
8791;13/02/2020;Vente;109500;8791
8792;13/02/2020;Vente;325000;8792
8793;13/02/2020;Vente;45561;8793
8794;13/02/2020;Vente;285000;8794
8795;13/02/2020;Vente;94500;8795
8796;13/02/2020;Vente;281000;8796
8797;13/02/2020;Vente;345000;8797
8798;13/02/2020;Vente;225000;8798
8799;13/02/2020;Vente;184000;8799
8800;13/02/2020;Vente;166000;8800
8801;13/02/2020;Vente;110000;8801
8802;13/02/2020;Vente;152000;8802
8803;13/02/2020;Vente;119990;8803
8804;13/02/2020;Vente;315000;8804
8805;13/02/2020;Vente;227500;8805
8806;13/02/2020;Vente;87000;8806
8807;13/02/2020;Vente;184900;8807
8808;13/02/2020;Vente;1173000;8808
8809;13/02/2020;Vente;620500;8809
8810;13/02/2020;Vente;99613;8810
8811;13/02/2020;Vente;247000;8811
8812;13/02/2020;Vente;256476,19;8812
8813;13/02/2020;Vente;434500;8813
8814;13/02/2020;Vente;249000;8814
8815;13/02/2020;Vente;376320;8815
8816;13/02/2020;Vente;378900;8816
8817;13/02/2020;Vente;373348;8817
8818;13/02/2020;Vente;296900;8818
8819;13/02/2020;Vente;135000;8819
8820;13/02/2020;Vente;497000;8820
8821;13/02/2020;Vente;157000;8821
8822;13/02/2020;Vente;237500;8822
8823;13/02/2020;Vente;123000;8823
8824;13/02/2020;Vente;340000;8824
8825;13/02/2020;Vente;126068;8825
8826;13/02/2020;Vente;339000;8826
8827;13/02/2020;Vente;226911;8827
8828;13/02/2020;Vente;181340;8828
8829;13/02/2020;Vente;245000;8829
8830;13/02/2020;Vente;130000;8830
8831;13/02/2020;Vente;145000;8831
8832;13/02/2020;Vente;165010;8832
8833;13/02/2020;Vente;129500;8833
8834;13/02/2020;Vente;299980;8834
8835;13/02/2020;Vente;159900;8835
8836;13/02/2020;Vente;40000;8836
8837;14/02/2020;Vente;128460;8837
8838;14/02/2020;Vente;90500;8838
8839;14/02/2020;Vente;390000;8839
8840;14/02/2020;Vente;70000;8840
8841;14/02/2020;Vente;97000;8841
8842;14/02/2020;Vente;61500;8842
8843;14/02/2020;Vente;57000;8843
8844;14/02/2020;Vente;37000;8844
8845;14/02/2020;Vente;61400;8845
8846;14/02/2020;Vente;52500;8846
8847;14/02/2020;Vente;41500;8847
8848;14/02/2020;Vente;650000;8848
8849;14/02/2020;Vente;470315;8849
8850;14/02/2020;Vente;187140;8850
8851;14/02/2020;Vente;620000;8851
8852;14/02/2020;Vente;325000;8852
8853;14/02/2020;Vente;104000;8853
8854;14/02/2020;Vente;183000;8854
8855;14/02/2020;Vente;305000;8855
8856;14/02/2020;Vente;194460;8856
8857;14/02/2020;Vente;291230;8857
8858;14/02/2020;Vente;130940;8858
8859;14/02/2020;Vente;584000;8859
8860;14/02/2020;Vente;42500;8860
8861;14/02/2020;Vente;114500;8861
8862;14/02/2020;Vente;294000;8862
8863;14/02/2020;Vente;138000;8863
8864;14/02/2020;Vente;221500;8864
8865;14/02/2020;Vente;500000;8865
8866;14/02/2020;Vente;95000;8866
8867;14/02/2020;Vente;22000;8867
8868;14/02/2020;Vente;49000;8868
8869;14/02/2020;Vente;250000;8869
8870;14/02/2020;Vente;110000;8870
8871;14/02/2020;Vente;42000;8871
8872;14/02/2020;Vente;72000;8872
8873;14/02/2020;Vente;291500;8873
8874;14/02/2020;Vente;455000;8874
8875;14/02/2020;Vente;320430;8875
8876;14/02/2020;Vente;120133;8876
8877;14/02/2020;Vente;205000;8877
8878;14/02/2020;Vente;73129;8878
8879;14/02/2020;Vente;87000;8879
8880;14/02/2020;Vente;108000;8880
8881;14/02/2020;Vente;36000;8881
8882;14/02/2020;Vente;136000;8882
8883;14/02/2020;Vente;134000;8883
8884;14/02/2020;Vente;105500;8884
8885;14/02/2020;Vente;498400;8885
8886;14/02/2020;Vente;101000;8886
8887;14/02/2020;Vente;275000;8887
8888;14/02/2020;Vente;446700;8888
8889;14/02/2020;Vente;219000;8889
8890;14/02/2020;Vente;362200;8890
8891;14/02/2020;Vente;305000;8891
8892;14/02/2020;Vente;55990;8892
8893;14/02/2020;Vente;320400;8893
8894;14/02/2020;Vente;56500;8894
8895;14/02/2020;Vente;277400;8895
8896;14/02/2020;Vente;58000;8896
8897;14/02/2020;Vente;55000;8897
8898;14/02/2020;Vente;110000;8898
8899;14/02/2020;Vente;520000;8899
8900;14/02/2020;Vente;161000;8900
8901;14/02/2020;Vente;155000;8901
8902;14/02/2020;Vente;156000;8902
8903;14/02/2020;Vente;90250;8903
8904;14/02/2020;Vente;90800;8904
8905;14/02/2020;Vente;99012;8905
8906;14/02/2020;Vente;191300;8906
8907;14/02/2020;Vente;107640;8907
8908;14/02/2020;Vente;160200;8908
8909;14/02/2020;Vente;103300;8909
8910;14/02/2020;Vente;625000;8910
8911;14/02/2020;Vente;236160;8911
8912;14/02/2020;Vente;35000;8912
8913;14/02/2020;Vente;49500;8913
8914;14/02/2020;Vente;59000;8914
8915;14/02/2020;Vente;53700;8915
8916;14/02/2020;Vente;290000;8916
8917;14/02/2020;Vente;160000;8917
8918;14/02/2020;Vente;129200;8918
8919;14/02/2020;Vente;45000;8919
8920;14/02/2020;Vente;52960;8920
8921;14/02/2020;Vente;235000;8921
8922;14/02/2020;Vente;113000;8922
8923;14/02/2020;Vente;404000;8923
8924;14/02/2020;Vente;163030;8924
8925;14/02/2020;Vente;79000;8925
8926;14/02/2020;Vente;84500;8926
8927;14/02/2020;Vente;99000;8927
8928;14/02/2020;Vente;74500;8928
8929;14/02/2020;Vente;23470;8929
8930;14/02/2020;Vente;55500;8930
8931;14/02/2020;Vente;68750;8931
8932;14/02/2020;Vente;143000;8932
8933;14/02/2020;Vente;204920;8933
8934;14/02/2020;Vente;188577;8934
8935;14/02/2020;Vente;102920;8935
8936;14/02/2020;Vente;332500;8936
8937;14/02/2020;Vente;141790;8937
8938;14/02/2020;Vente;212861;8938
8939;14/02/2020;Vente;124300;8939
8940;14/02/2020;Vente;273750;8940
8941;14/02/2020;Vente;321200;8941
8942;14/02/2020;Vente;303200;8942
8943;14/02/2020;Vente;292050;8943
8944;14/02/2020;Vente;195500;8944
8945;14/02/2020;Vente;275000;8945
8946;14/02/2020;Vente;215600;8946
8947;14/02/2020;Vente;138860;8947
8948;14/02/2020;Vente;199650;8948
8949;14/02/2020;Vente;170000;8949
8950;14/02/2020;Vente;290000;8950
8951;14/02/2020;Vente;105284;8951
8952;14/02/2020;Vente;102276;8952
8953;14/02/2020;Vente;325710;8953
8954;14/02/2020;Vente;89820;8954
8955;14/02/2020;Vente;154000;8955
8956;14/02/2020;Vente;217000;8956
8957;14/02/2020;Vente;132000;8957
8958;14/02/2020;Vente;170000;8958
8959;14/02/2020;Vente;140000;8959
8960;14/02/2020;Vente;541500;8960
8961;14/02/2020;Vente;70000;8961
8962;14/02/2020;Vente;365000;8962
8963;14/02/2020;Vente;180900;8963
8964;14/02/2020;Vente;750000;8964
8965;14/02/2020;Vente;160000;8965
8966;14/02/2020;Vente;139272,2;8966
8967;14/02/2020;Vente;85000;8967
8968;14/02/2020;Vente;250600;8968
8969;14/02/2020;Vente;428200;8969
8970;14/02/2020;Vente;181270;8970
8971;14/02/2020;Vente;72500;8971
8972;14/02/2020;Vente;145000;8972
8973;14/02/2020;Vente;80000;8973
8974;14/02/2020;Vente;94000;8974
